5,clean_text,sentiment,compound,pos,neg,neu
Qual a diferença entre o relógio e o modelo anterior?,diferença entre relógio modelo anterior,Neutro,0.0006,0.001,0.0,0.999
Estou pesquisando opiniões sobre a embalagem antes de comprar.,estou pesquisando opiniões sobre embalagem antes comprar,Neutro,-0.05,0.0,0.04,0.96
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.6978,0.543,0.0,0.457
"Recebi o fone de ouvido, embalagem estava ok.",recebi fone ouvido embalagem estava,Neutro,0.0338,0.023,0.0,0.977
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.037,0.0,0.026,0.974
"Recebi o celular, embalagem estava ok.",recebi celular embalagem estava,Neutro,-0.046,0.0,0.038,0.962
Alguém sabe informar o prazo de entrega de o notebook?,alguém sabe informar prazo entrega notebook,Neutro,0.0077,0.006,0.0,0.994
Estou pesquisando opiniões sobre a experiência de compra antes de comprar.,estou pesquisando opiniões sobre experiência compra antes comprar,Neutro,0.0252,0.023,0.0,0.977
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.4103,0.356,0.0,0.644
Estou pesquisando opiniões sobre a experiência de compra antes de comprar.,estou pesquisando opiniões sobre experiência compra antes comprar,Neutro,-0.0107,0.0,0.007,0.993
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.6798,0.0,0.583,0.417
"Recebi o pedido, embalagem estava ok.",recebi pedido embalagem estava,Neutro,-0.0439,0.0,0.032,0.968
"Nunca mais compro dessa marca, veio tudo errado.",nunca compro dessa marca veio tudo errado,Negativo,-0.4941,0.0,0.427,0.573
Melhor experiência que já tive com a qualidade.,melhor experiência qualidade,Positivo,0.7057,0.693,0.0,0.307
Estou pesquisando opiniões sobre o suporte antes de comprar.,estou pesquisando opiniões sobre suporte antes comprar,Neutro,-0.0236,0.0,0.022,0.978
"Recebi o pedido, embalagem estava ok.",recebi pedido embalagem estava,Neutro,0.0231,0.022,0.0,0.978
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.4281,0.0,0.351,0.649
"Muito ruim a entrega, experiência péssima.",ruim entrega experiência péssima,Negativo,-0.4549,0.0,0.333,0.667
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.7855,0.735,0.0,0.265
"Equipe de primeira qualidade, super recomendo essa marca!",equipe primeira qualidade super recomendo marca,Positivo,0.6554,0.642,0.0,0.358
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.5532,0.0,0.511,0.489
"Nunca mais compro dessa marca, a caixa chegou toda amassada.",nunca compro dessa marca caixa chegou toda amassada,Negativo,-0.4772,0.0,0.326,0.674
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0132,0.013,0.0,0.987
"Comprei o brinquedo ontem, ainda vou testar.",comprei brinquedo ontem ainda vou testar,Neutro,-0.0097,0.0,0.007,0.993
Estou pesquisando opiniões sobre a entrega antes de comprar.,estou pesquisando opiniões sobre entrega antes comprar,Neutro,-0.033,0.0,0.033,0.967
"O brinquedo tem cor azul e branca, conforme o anúncio.",brinquedo cor azul branca conforme anúncio,Neutro,-0.0395,0.0,0.036,0.964
"O eletrodoméstico tem cor azul e branca, conforme o anúncio.",eletrodoméstico cor azul branca conforme anúncio,Neutro,0.011,0.01,0.0,0.99
Fui até a loja física para trocar o tênis.,fui até loja física trocar tênis,Neutro,0.0119,0.012,0.0,0.988
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6783,0.0,0.506,0.494
"Que compra ruim, o perfume veio quebrado.",compra ruim perfume veio quebrado,Negativo,-0.6229,0.0,0.52,0.48
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0359,0.0,0.022,0.978
"Comprei o notebook ontem, ainda vou testar.",comprei notebook ontem ainda vou testar,Neutro,-0.0277,0.0,0.024,0.976
"O perfume tem cor azul e branca, conforme o anúncio.",perfume cor azul branca conforme anúncio,Neutro,0.0019,0.002,0.0,0.998
"Péssimo o atendimento, não recomendo.",péssimo atendimento recomendo,Negativo,-0.6197,0.0,0.383,0.617
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0127,0.011,0.0,0.989
Qual a diferença entre o notebook e o modelo anterior?,diferença entre notebook modelo anterior,Neutro,0.0259,0.023,0.0,0.977
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.5353,0.0,0.531,0.469
"O atendimento horrível, veio tudo errado.",atendimento horrível veio tudo errado,Negativo,-0.4313,0.0,0.259,0.741
"O pedido veio com defeito, muito decepcionado.",pedido veio defeito decepcionado,Negativo,-0.7015,0.0,0.554,0.446
"Muito bom a bolsa, ficou perfeito, adorei o resultado!",bom bolsa ficou perfeito adorei resultado,Positivo,0.5882,0.413,0.0,0.587
"Muito ruim o preço, experiência péssima.",ruim preço experiência péssima,Negativo,-0.6697,0.0,0.646,0.354
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.72,0.0,0.637,0.363
"O site horrível, cobraram duas vezes no cartão.",site horrível cobraram duas vezes cartão,Negativo,-0.4023,0.0,0.379,0.621
"O livro é maravilhoso, adorei demais!",livro maravilhoso adorei demais,Positivo,0.8933,0.844,0.0,0.156
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.6719,0.0,0.586,0.414
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.7003,0.576,0.0,0.424
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0141,0.0,0.012,0.988
Alguém sabe informar o prazo de entrega de a bicicleta?,alguém sabe informar prazo entrega bicicleta,Neutro,-0.0249,0.0,0.022,0.978
"Adorei a qualidade da marca, muito rápido e eficiente!",adorei qualidade marca rápido eficiente,Positivo,0.8444,0.801,0.0,0.199
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6517,0.0,0.492,0.508
Extremamente decepcionado com o fone de ouvido.,extremamente decepcionado fone ouvido,Negativo,-0.53,0.0,0.41,0.59
"Muito bom o notebook, ficou perfeito, adorei o resultado!",bom notebook ficou perfeito adorei resultado,Positivo,0.7762,0.7,0.0,0.3
"O pedido é maravilhoso, adorei demais!",pedido maravilhoso adorei demais,Positivo,0.8473,0.755,0.0,0.245
"Comprei o relógio ontem, ainda vou testar.",comprei relógio ontem ainda vou testar,Neutro,0.0345,0.027,0.0,0.973
"Muito bom o eletrodoméstico, ficou perfeito, adorei o resultado!",bom eletrodoméstico ficou perfeito adorei resultado,Positivo,0.6769,0.655,0.0,0.345
"Péssimo a qualidade, não recomendo.",péssimo qualidade recomendo,Negativo,-0.7252,0.0,0.467,0.533
"Recebi o livro, embalagem estava ok.",recebi livro embalagem estava,Neutro,-0.0053,0.0,0.005,0.995
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7007,0.0,0.688,0.312
Alguém sabe informar o prazo de entrega de o eletrodoméstico?,alguém sabe informar prazo entrega eletrodoméstico,Neutro,-0.0228,0.0,0.017,0.983
"Comprei a bolsa ontem, ainda vou testar.",comprei bolsa ontem ainda vou testar,Neutro,-0.0499,0.0,0.038,0.962
"Ótimo o suporte, estou muito feliz com a compra!",ótimo suporte estou feliz compra,Positivo,0.7692,0.751,0.0,0.249
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.8728,0.0,0.674,0.326
"Ótimo a experiência de compra, estou muito feliz com a compra!",ótimo experiência compra estou feliz compra,Positivo,0.4111,0.257,0.0,0.743
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.6293,0.0,0.621,0.379
"O tênis veio com defeito, muito decepcionado.",tênis veio defeito decepcionado,Negativo,-0.8554,0.0,0.703,0.297
"Nunca mais compro dessa marca, ninguém respondeu meus e-mails.",nunca compro dessa marca ninguém respondeu emails,Negativo,-0.4913,0.0,0.349,0.651
A blusa chegou no prazo previsto.,blusa chegou prazo previsto,Neutro,-0.0057,0.0,0.004,0.996
Extremamente decepcionado com o livro.,extremamente decepcionado livro,Negativo,-0.8879,0.0,0.845,0.155
Qual a diferença entre o pedido e o modelo anterior?,diferença entre pedido modelo anterior,Neutro,0.0138,0.012,0.0,0.988
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8131,0.0,0.628,0.372
"Voltarei a comprar com certeza, rápido e eficiente!",voltarei comprar certeza rápido eficiente,Positivo,0.8014,0.591,0.0,0.409
"Que compra ruim, o celular veio quebrado.",compra ruim celular veio quebrado,Negativo,-0.8655,0.0,0.617,0.383
"Recebi a blusa, embalagem estava ok.",recebi blusa embalagem estava,Neutro,0.049,0.043,0.0,0.957
Qual a diferença entre o eletrodoméstico e o modelo anterior?,diferença entre eletrodoméstico modelo anterior,Neutro,0.0157,0.012,0.0,0.988
"Ótimo a qualidade, estou muito feliz com a compra!",ótimo qualidade estou feliz compra,Positivo,0.8604,0.584,0.0,0.416
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0357,0.0,0.033,0.967
"Que compra ruim, o tênis veio quebrado.",compra ruim tênis veio quebrado,Negativo,-0.726,0.0,0.581,0.419
"O fone de ouvido é maravilhoso, adorei demais!",fone ouvido maravilhoso adorei demais,Positivo,0.5361,0.468,0.0,0.532
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7699,0.0,0.666,0.334
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0463,0.044,0.0,0.956
"Comprei o relógio e chegou rápido, super satisfeito!",comprei relógio chegou rápido super satisfeito,Positivo,0.5165,0.445,0.0,0.555
"A experiência de compra horrível, cobraram duas vezes no cartão.",experiência compra horrível cobraram duas vezes cartão,Negativo,-0.5368,0.0,0.327,0.673
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6285,0.0,0.517,0.483
"Péssimo o suporte, não recomendo.",péssimo suporte recomendo,Negativo,-0.7745,0.0,0.474,0.526
"Comprei o produto e chegou rápido, super satisfeito!",comprei produto chegou rápido super satisfeito,Positivo,0.8604,0.71,0.0,0.29
"Simplesmente incrível, o prazo de entrega sensacional!",simplesmente incrível prazo entrega sensacional,Positivo,0.4408,0.415,0.0,0.585
Extremamente decepcionado com o perfume.,extremamente decepcionado perfume,Negativo,-0.6275,0.0,0.577,0.423
"O celular é horrível, não vale o preço, decepção total.",celular horrível vale preço decepção total,Negativo,-0.7226,0.0,0.442,0.558
"Muito ruim o preço, experiência péssima.",ruim preço experiência péssima,Negativo,-0.7288,0.0,0.581,0.419
"Muito ruim a entrega, experiência péssima.",ruim entrega experiência péssima,Negativo,-0.8603,0.0,0.543,0.457
Alguém sabe informar o prazo de entrega de o perfume?,alguém sabe informar prazo entrega perfume,Neutro,-0.0419,0.0,0.035,0.965
"A bicicleta é horrível, não vale o preço, decepção total.",bicicleta horrível vale preço decepção total,Negativo,-0.454,0.0,0.365,0.635
Qual a diferença entre a blusa e o modelo anterior?,diferença entre blusa modelo anterior,Neutro,-0.0365,0.0,0.026,0.974
"Adorei a embalagem da marca, muito de primeira qualidade!",adorei embalagem marca primeira qualidade,Positivo,0.5111,0.403,0.0,0.597
"O celular tem cor azul e branca, conforme o anúncio.",celular cor azul branca conforme anúncio,Neutro,-0.0289,0.0,0.027,0.973
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.437,0.312,0.0,0.688
Qual a diferença entre o brinquedo e o modelo anterior?,diferença entre brinquedo modelo anterior,Neutro,-0.0045,0.0,0.004,0.996
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.6874,0.0,0.516,0.484
"Entrega atrasou muito, a caixa chegou toda amassada.",entrega atrasou caixa chegou toda amassada,Negativo,-0.8171,0.0,0.64,0.36
"Comprei o brinquedo ontem, ainda vou testar.",comprei brinquedo ontem ainda vou testar,Neutro,0.003,0.002,0.0,0.998
"Muito bom o livro, ficou perfeito, adorei o resultado!",bom livro ficou perfeito adorei resultado,Positivo,0.6872,0.653,0.0,0.347
"Comprei a bicicleta e chegou rápido, super satisfeito!",comprei bicicleta chegou rápido super satisfeito,Positivo,0.6262,0.434,0.0,0.566
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.007,0.0,0.005,0.995
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.492,0.0,0.346,0.654
"Não indico essa marca pra ninguém, ninguém respondeu meus e-mails.",indico marca pra ninguém ninguém respondeu emails,Negativo,-0.7027,0.0,0.62,0.38
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0047,0.004,0.0,0.996
O livro chegou no prazo previsto.,livro chegou prazo previsto,Neutro,0.0269,0.016,0.0,0.984
"O produto é maravilhoso, adorei demais!",produto maravilhoso adorei demais,Positivo,0.8272,0.602,0.0,0.398
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7739,0.0,0.68,0.32
"A embalagem horrível, demorou semanas para resolver.",embalagem horrível demorou semanas resolver,Negativo,-0.5494,0.0,0.513,0.487
"Recebi o perfume, embalagem estava ok.",recebi perfume embalagem estava,Neutro,0.0262,0.023,0.0,0.977
"Equipe de primeira qualidade, super recomendo essa marca!",equipe primeira qualidade super recomendo marca,Positivo,0.4302,0.418,0.0,0.582
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5027,0.0,0.498,0.502
Qual a diferença entre o fone de ouvido e o modelo anterior?,diferença entre fone ouvido modelo anterior,Neutro,-0.0118,0.0,0.008,0.992
Qual a diferença entre o notebook e o modelo anterior?,diferença entre notebook modelo anterior,Neutro,-0.0203,0.0,0.017,0.983
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0042,0.0,0.003,0.997
"Muito bom a blusa, ficou perfeito, adorei o resultado!",bom blusa ficou perfeito adorei resultado,Positivo,0.5595,0.424,0.0,0.576
"Entrega atrasou muito, ninguém respondeu meus e-mails.",entrega atrasou ninguém respondeu emails,Negativo,-0.7365,0.0,0.598,0.402
"Equipe muito profissional, super recomendo essa marca!",equipe profissional super recomendo marca,Positivo,0.458,0.356,0.0,0.644
Alguém sabe informar o prazo de entrega de o fone de ouvido?,alguém sabe informar prazo entrega fone ouvido,Neutro,0.0178,0.017,0.0,0.983
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0173,0.0,0.015,0.985
Extremamente decepcionado com o fone de ouvido.,extremamente decepcionado fone ouvido,Negativo,-0.8781,0.0,0.803,0.197
"Muito ruim a qualidade, experiência péssima.",ruim qualidade experiência péssima,Negativo,-0.8653,0.0,0.743,0.257
"A qualidade impecável, virei cliente fiel dessa marca.",qualidade impecável virei cliente fiel dessa marca,Positivo,0.5328,0.325,0.0,0.675
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,0.0006,0.0,0.0,1.0
"Péssimo o site, não recomendo.",péssimo site recomendo,Negativo,-0.5462,0.0,0.373,0.627
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.763,0.0,0.633,0.367
Fui até a loja física para trocar a blusa.,fui até loja física trocar blusa,Neutro,-0.016,0.0,0.012,0.988
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0084,0.0,0.008,0.992
"O produto tem cor azul e branca, conforme o anúncio.",produto cor azul branca conforme anúncio,Neutro,0.0002,0.0,0.0,1.0
"Muito ruim a qualidade, experiência péssima.",ruim qualidade experiência péssima,Negativo,-0.7468,0.0,0.57,0.43
Qual a diferença entre o celular e o modelo anterior?,diferença entre celular modelo anterior,Neutro,-0.0315,0.0,0.02,0.98
"Equipe impecável, super recomendo essa marca!",equipe impecável super recomendo marca,Positivo,0.8341,0.828,0.0,0.172
"Excelente o preço, recomendo a todos!",excelente preço recomendo todos,Positivo,0.6746,0.611,0.0,0.389
"A compra veio com defeito, muito decepcionado.",compra veio defeito decepcionado,Negativo,-0.5347,0.0,0.439,0.561
"O produto tem cor azul e branca, conforme o anúncio.",produto cor azul branca conforme anúncio,Neutro,-0.0092,0.0,0.006,0.994
"Não indico essa marca pra ninguém, ninguém respondeu meus e-mails.",indico marca pra ninguém ninguém respondeu emails,Negativo,-0.8689,0.0,0.602,0.398
"Não indico essa marca pra ninguém, o produto quebrou em uma semana.",indico marca pra ninguém produto quebrou semana,Negativo,-0.8487,0.0,0.721,0.279
"O preço horrível, o produto quebrou em uma semana.",preço horrível produto quebrou semana,Negativo,-0.8437,0.0,0.54,0.46
"Entrega atrasou muito, demorou semanas para resolver.",entrega atrasou demorou semanas resolver,Negativo,-0.497,0.0,0.342,0.658
"Entrega atrasou muito, veio tudo errado.",entrega atrasou veio tudo errado,Negativo,-0.5076,0.0,0.382,0.618
"Muito bom o celular, ficou perfeito, adorei o resultado!",bom celular ficou perfeito adorei resultado,Positivo,0.7075,0.439,0.0,0.561
"Comprei a compra ontem, ainda vou testar.",comprei compra ontem ainda vou testar,Neutro,0.0051,0.004,0.0,0.996
"Entrega atrasou muito, demorou semanas para resolver.",entrega atrasou demorou semanas resolver,Negativo,-0.7745,0.0,0.64,0.36
"Ótimo o suporte, estou muito feliz com a compra!",ótimo suporte estou feliz compra,Positivo,0.4935,0.433,0.0,0.567
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.4133,0.401,0.0,0.599
"Muito ruim a experiência de compra, experiência péssima.",ruim experiência compra experiência péssima,Negativo,-0.8565,0.0,0.596,0.404
"Nunca mais compro dessa marca, demorou semanas para resolver.",nunca compro dessa marca demorou semanas resolver,Negativo,-0.5346,0.0,0.402,0.598
"O perfume veio com defeito, muito decepcionado.",perfume veio defeito decepcionado,Negativo,-0.5144,0.0,0.378,0.622
Melhor experiência que já tive com a experiência de compra.,melhor experiência experiência compra,Positivo,0.5818,0.582,0.0,0.418
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.6035,0.0,0.568,0.432
"Nunca mais compro dessa marca, cobraram duas vezes no cartão.",nunca compro dessa marca cobraram duas vezes cartão,Negativo,-0.5006,0.0,0.321,0.679
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.4686,0.0,0.434,0.566
"Ótimo a embalagem, estou muito feliz com a compra!",ótimo embalagem estou feliz compra,Positivo,0.5251,0.317,0.0,0.683
"O tênis superou minhas expectativas, muito bom!",tênis superou expectativas bom,Positivo,0.7727,0.715,0.0,0.285
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5343,0.0,0.524,0.476
Qual a diferença entre a bolsa e o modelo anterior?,diferença entre bolsa modelo anterior,Neutro,0.047,0.035,0.0,0.965
"Adorei o atendimento da marca, muito muito profissional!",adorei atendimento marca profissional,Positivo,0.7776,0.535,0.0,0.465
"O site horrível, a caixa chegou toda amassada.",site horrível caixa chegou toda amassada,Negativo,-0.517,0.0,0.381,0.619
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.8648,0.795,0.0,0.205
"O pedido é maravilhoso, adorei demais!",pedido maravilhoso adorei demais,Positivo,0.8999,0.588,0.0,0.412
"Ótimo o atendimento, estou muito feliz com a compra!",ótimo atendimento estou feliz compra,Positivo,0.5326,0.529,0.0,0.471
"Muito satisfeito com o tênis, vale cada centavo.",satisfeito tênis vale cada centavo,Positivo,0.7706,0.736,0.0,0.264
"Recebi o tênis, embalagem estava ok.",recebi tênis embalagem estava,Neutro,-0.0074,0.0,0.006,0.994
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.8644,0.0,0.529,0.471
"Voltarei a comprar com certeza, acima da expectativa!",voltarei comprar certeza acima expectativa,Positivo,0.5739,0.529,0.0,0.471
"Excelente o preço, recomendo a todos!",excelente preço recomendo todos,Positivo,0.7334,0.684,0.0,0.316
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.685,0.0,0.639,0.361
Estou pesquisando opiniões sobre o suporte antes de comprar.,estou pesquisando opiniões sobre suporte antes comprar,Neutro,-0.0137,0.0,0.014,0.986
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0095,0.006,0.0,0.994
O brinquedo chegou no prazo previsto.,brinquedo chegou prazo previsto,Neutro,0.0046,0.003,0.0,0.997
"Voltarei a comprar com certeza, impecável!",voltarei comprar certeza impecável,Positivo,0.5078,0.311,0.0,0.689
"O perfume tem cor azul e branca, conforme o anúncio.",perfume cor azul branca conforme anúncio,Neutro,-0.0398,0.0,0.038,0.962
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.8683,0.747,0.0,0.253
"Muito ruim o suporte, experiência péssima.",ruim suporte experiência péssima,Negativo,-0.5845,0.0,0.473,0.527
"Muito bom a bicicleta, ficou perfeito, adorei o resultado!",bom bicicleta ficou perfeito adorei resultado,Positivo,0.4427,0.403,0.0,0.597
"Muito bom o relógio, ficou perfeito, adorei o resultado!",bom relógio ficou perfeito adorei resultado,Positivo,0.7166,0.491,0.0,0.509
"Muito satisfeito com o notebook, vale cada centavo.",satisfeito notebook vale cada centavo,Positivo,0.8997,0.658,0.0,0.342
"O eletrodoméstico é horrível, não vale o preço, decepção total.",eletrodoméstico horrível vale preço decepção total,Negativo,-0.4541,0.0,0.319,0.681
"A bicicleta é maravilhoso, adorei demais!",bicicleta maravilhoso adorei demais,Positivo,0.4684,0.315,0.0,0.685
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.6199,0.0,0.424,0.576
"O app horrível, o produto quebrou em uma semana.",app horrível produto quebrou semana,Negativo,-0.8445,0.0,0.795,0.205
"Entrega atrasou muito, cobraram duas vezes no cartão.",entrega atrasou cobraram duas vezes cartão,Negativo,-0.6748,0.0,0.634,0.366
"O site horrível, ninguém respondeu meus e-mails.",site horrível ninguém respondeu emails,Negativo,-0.5229,0.0,0.317,0.683
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.4933,0.435,0.0,0.565
"O perfume é maravilhoso, adorei demais!",perfume maravilhoso adorei demais,Positivo,0.8453,0.731,0.0,0.269
"Entrega atrasou muito, veio tudo errado.",entrega atrasou veio tudo errado,Negativo,-0.4911,0.0,0.38,0.62
"O eletrodoméstico é maravilhoso, adorei demais!",eletrodoméstico maravilhoso adorei demais,Positivo,0.6993,0.584,0.0,0.416
Melhor experiência que já tive com o site.,melhor experiência site,Positivo,0.7534,0.724,0.0,0.276
"O notebook é horrível, não vale o preço, decepção total.",notebook horrível vale preço decepção total,Negativo,-0.4992,0.0,0.302,0.698
"Ótimo o site, estou muito feliz com a compra!",ótimo site estou feliz compra,Positivo,0.8343,0.664,0.0,0.336
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0175,0.0,0.011,0.989
"Simplesmente incrível, a entrega sensacional!",simplesmente incrível entrega sensacional,Positivo,0.478,0.305,0.0,0.695
"Simplesmente incrível, a qualidade sensacional!",simplesmente incrível qualidade sensacional,Positivo,0.4656,0.348,0.0,0.652
"Excelente o prazo de entrega, recomendo a todos!",excelente prazo entrega recomendo todos,Positivo,0.4701,0.444,0.0,0.556
"Nunca mais compro dessa marca, cobraram duas vezes no cartão.",nunca compro dessa marca cobraram duas vezes cartão,Negativo,-0.5123,0.0,0.42,0.58
"Adorei a entrega da marca, muito acima da expectativa!",adorei entrega marca acima expectativa,Positivo,0.846,0.653,0.0,0.347
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.6089,0.399,0.0,0.601
"O eletrodoméstico é horrível, não vale o preço, decepção total.",eletrodoméstico horrível vale preço decepção total,Negativo,-0.4887,0.0,0.407,0.593
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.8574,0.55,0.0,0.45
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6431,0.0,0.601,0.399
"Comprei o livro ontem, ainda vou testar.",comprei livro ontem ainda vou testar,Neutro,-0.0493,0.0,0.035,0.965
Melhor experiência que já tive com o prazo de entrega.,melhor experiência prazo entrega,Positivo,0.8129,0.758,0.0,0.242
"Recebi a bolsa, embalagem estava ok.",recebi bolsa embalagem estava,Neutro,-0.0033,0.0,0.003,0.997
"Péssimo o atendimento, não recomendo.",péssimo atendimento recomendo,Negativo,-0.5219,0.0,0.387,0.613
O livro chegou no prazo previsto.,livro chegou prazo previsto,Neutro,-0.0263,0.0,0.022,0.978
"O pedido tem cor azul e branca, conforme o anúncio.",pedido cor azul branca conforme anúncio,Neutro,-0.0114,0.0,0.009,0.991
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7339,0.0,0.551,0.449
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0124,0.008,0.0,0.992
"O preço horrível, o produto quebrou em uma semana.",preço horrível produto quebrou semana,Negativo,-0.8635,0.0,0.541,0.459
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7024,0.0,0.644,0.356
"O celular é horrível, não vale o preço, decepção total.",celular horrível vale preço decepção total,Negativo,-0.7576,0.0,0.564,0.436
Extremamente decepcionado com a bolsa.,extremamente decepcionado bolsa,Negativo,-0.6405,0.0,0.586,0.414
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0326,0.021,0.0,0.979
"Nunca mais compro dessa marca, o produto quebrou em uma semana.",nunca compro dessa marca produto quebrou semana,Negativo,-0.4881,0.0,0.487,0.513
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7533,0.0,0.481,0.519
"Recebi o eletrodoméstico, embalagem estava ok.",recebi eletrodoméstico embalagem estava,Neutro,0.0321,0.021,0.0,0.979
"Voltarei a comprar com certeza, impecável!",voltarei comprar certeza impecável,Positivo,0.6738,0.572,0.0,0.428
Estou pesquisando opiniões sobre a experiência de compra antes de comprar.,estou pesquisando opiniões sobre experiência compra antes comprar,Neutro,0.0093,0.006,0.0,0.994
"Não indico essa marca pra ninguém, veio tudo errado.",indico marca pra ninguém veio tudo errado,Negativo,-0.5352,0.0,0.331,0.669
O relógio chegou no prazo previsto.,relógio chegou prazo previsto,Neutro,0.0113,0.009,0.0,0.991
"Não indico essa marca pra ninguém, cobraram duas vezes no cartão.",indico marca pra ninguém cobraram duas vezes cartão,Negativo,-0.7525,0.0,0.645,0.355
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.4297,0.0,0.33,0.67
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0353,0.026,0.0,0.974
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.4778,0.0,0.397,0.603
Fui até a loja física para trocar o perfume.,fui até loja física trocar perfume,Neutro,0.0398,0.029,0.0,0.971
"Muito satisfeito com o tênis, vale cada centavo.",satisfeito tênis vale cada centavo,Positivo,0.8355,0.664,0.0,0.336
